ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Quality_Score
463345,Female,No,20,No,Healthcare,4.0,1,4.0,Cat_6,D,5.522368421052631
459609,Female,No,43,Yes,Artist,1.0,1,1.0,Cat_4,A,5.389572192513368
465412,Male,No,32,Yes,Doctor,7.0,1,4.0,Cat_6,D,5.798994974874372
465195,Male,Yes,53,Yes,Executive,1.0,3,3.0,Cat_6,B,5.4153439153439145
462550,Female,No,23,No,Healthcare,2.0,1,6.0,Cat_1,D,5.400294985250737
466896,Male,Yes,52,No,Artist,7.0,1,1.0,Cat_6,C,5.434159779614324
463851,Female,Yes,45,Yes,Artist,4.0,2,4.0,Cat_2,C,5.455764075067024
462452,Male,No,22,No,Healthcare,1.0,1,5.0,Cat_4,D,5.591394658753709
464399,Male,Yes,63,No,Entertainment,0.0,2,5.0,Cat_6,C,5.550857142857143
462257,Female,Yes,81,Yes,Lawyer,5.0,3,2.0,Cat_6,A,5.0
464782,Male,Yes,35,No,Marketing,0.0,1,3.0,Cat_4,D,5.618489583333333
465624,Male,No,39,Yes,Artist,8.0,1,3.0,Cat_6,C,5.413941018766756
462508,Male,Yes,37,Yes,Healthcare,0.0,1,7.0,Cat_4,D,5.427374301675978
465085,Male,Yes,83,Yes,Lawyer,5.0,3,2.0,Cat_6,A,5.0
462872,Female,Yes,47,No,Engineer,10.0,1,2.0,Cat_3,D,5.423209169054441
467535,Male,Yes,65,Yes,Lawyer,1.0,3,2.0,Cat_6,A,5.339108910891089
465793,Male,No,25,No,Healthcare,1.0,1,5.0,Cat_4,C,5.4602179836512255
465892,Male,No,40,Yes,Artist,9.0,1,3.0,Cat_6,A,5.467532467532467
463666,Male,No,27,Yes,Executive,0.0,1,6.0,Cat_6,D,5.409756097560975
459015,Male,No,19,No,Healthcare,0.0,1,3.0,Cat_6,D,5.6310160427807485
459699,Female,5,61,Yes,Engineer,9.0,2,3.0,Cat_6,B,5.6128534704370185
466189,Female,Yes,56,Yes,Artist,0.0,2,2.0,Cat_3,C,5.465599999999999
466348,Male,No,53,Yes,Artist,1.0,1,2.0,Cat_4,C,5.4153439153439145
459461,Female,Yes,39,Yes,Artist,0.0,1,1.0,Cat_1,C,5.434864864864864
460620,Male,Yes,55,Yes,Entertainment,0.0,2,4.0,Cat_3,C,5.437640449438202
463318,Male,Yes,65,Yes,Lawyer,0.0,1,2.0,Cat_1,A,5.339108910891089
462626,Female,No,26,Yes,Engineer,0.0,1,6.0,Cat_4,B,5.390932642487047
467554,Female,No,28,Yes,Healthcare,1.0,1,3.0,Cat_6,D,5.661891891891893
463502,Male,Yes,40,Yes,Executive,5.0,3,4.0,Cat_6,A,5.467532467532467
466651,Male,No,40,No,Entertainment,5.0,1,1.0,Cat_3,A,5.467532467532467
466885,Male,Yes,42,No,Executive,1.0,2,4.0,Cat_6,B,5.310327455919395
467439,Male,Yes,37,Yes,Entertainment,1.0,1,4.0,Cat_6,A,5.427374301675978
461749,Female,No,22,No,Healthcare,0.0,1,5.0,Cat_6,D,5.602393617021277
467134,Female,Yes,33,No,Healthcare,0.0,1,5.0,Cat_5,D,5.62827763496144
462753,Male,Yes,28,No,Executive,0.0,2,3.0,Cat_6,D,5.354925373134328
462259,Male,Yes,51,Yes,Artist,5.0,1,2.0,Cat_6,B,5.592458100558659
463537,Female,No,32,Yes,Healthcare,1.0,1,3.0,Cat_6,D,5.734249999999999
463217,Female,Yes,33,Yes,Healthcare,2.0,3,1.0,Cat_5,A,5.62827763496144
463689,Female,Yes,40,Yes,Doctor,1.0,1,5.0,Cat_6,B,5.43771712158809
466380,Male,Yes,36,Yes,Entertainment,5.0,1,2.0,Cat_6,A,5.542547425474254
463101,Female,No,27,No,Homemaker,8.0,1,1.0,Cat_6,D,5.554330708661417
466366,Male,No,18,No,Healthcare,0.0,1,3.0,Cat_2,D,5.483844011142061
463864,Male,Yes,81,No,Executive,5.0,3,2.0,Cat_6,B,5.0
465716,Female,No,59,Yes,Artist,0.0,1,2.0,Cat_6,C,5.473033707865168
463014,Male,Yes,53,Yes,Executive,0.0,3,3.0,Cat_6,B,5.4153439153439145
459808,Male,Yes,38,No,Doctor,5.0,2,4.0,Cat_6,B,5.748684210526315
462443,Male,No,20,No,Healthcare,1.0,1,2.0,Cat_4,D,5.475555555555555
460453,Female,No,40,Yes,Doctor,7.0,1,1.0,Cat_6,A,5.43771712158809
466485,Male,Yes,37,Yes,Executive,9.0,3,2.0,Cat_3,A,5.427374301675978
467445,Male,Yes,31,No,Doctor,8.0,1,2.0,Cat_2,A,5.370523415977961
459448,Male,Yes,40,Yes,Executive,5.0,3,3.0,Cat_6,C,5.467532467532467
463500,Male,Yes,35,Yes,Executive,0.0,3,4.0,Cat_6,A,5.618489583333333
461507,Male,Yes,35,Yes,Entertainment,0.0,1,2.0,Cat_6,D,5.618489583333333
465918,Female,No,39,Yes,Artist,5.0,1,3.0,Cat_6,B,5.434864864864864
467533,Male,Yes,79,Yes,Lawyer,2.0,1,1.0,Cat_6,D,5.0
467029,Male,Yes,42,Yes,Artist,8.0,2,2.0,Cat_6,C,5.310327455919395
465749,Male,Yes,42,No,Engineer,1.0,2,3.0,Cat_6,C,5.310327455919395
460768,Female,No,32,No,Engineer,9.0,1,4.0,Cat_5,A,5.734249999999999
460146,Female,Yes,52,Yes,Engineer,1.0,2,3.0,Cat_3,A,5.279387186629527
464998,Male,Yes,59,Yes,Artist,1.0,3,2.0,Cat_6,C,5.561213720316622
467715,Male,Yes,51,Yes,Executive,4.0,3,3.0,Cat_6,C,5.592458100558659
462201,Female,No,32,Yes,Healthcare,0.0,1,1.0,Cat_4,D,5.734249999999999
467454,Male,Yes,49,Yes,Artist,1.0,1,1.0,Cat_6,A,5.340104166666666
460645,Female,No,40,No,Doctor,1.0,1,2.0,Cat_3,C,5.43771712158809
465129,Female,No,61,Yes,Entertainment,3.0,1,1.0,Cat_6,A,5.6128534704370185
464264,Female,Yes,86,No,Lawyer,8.0,3,2.0,Cat_6,B,5.0
465913,Female,Yes,29,Yes,Artist,10.0,1,2.0,Cat_6,B,5.518207282913165
461068,Male,No,46,No,Marketing,1.0,1,4.0,Cat_3,D,5.545454545454546
466689,Male,No,28,Yes,Artist,8.0,1,3.0,Cat_6,C,5.354925373134328
460071,Female,No,53,Yes,Engineer,1.0,1,1.0,Cat_6,A,5.41119592875318
459817,Female,Yes,65,No,Marketing,5.0,1,5.0,Cat_6,D,5.577664974619289
460477,Male,No,32,No,Entertainment,0.0,1,6.0,Cat_3,D,5.798994974874372
467766,Female,No,31,No,Healthcare,6.0,1,3.0,Cat_6,C,5.382561307901907
460008,Male,No,25,No,Doctor,9.0,1,4.0,Cat_6,A,5.4602179836512255
463775,Female,No,33,No,Engineer,5.0,1,3.0,Cat_6,C,5.62827763496144
461820,Female,Yes,38,Yes,Doctor,0.0,2,2.0,Cat_6,C,5.573066666666667
459226,Female,Yes,43,Yes,Artist,0.0,2,2.0,Cat_1,C,5.389572192513368
460961,Male,No,20,No,Healthcare,1.0,1,2.0,Cat_3,D,5.475555555555555
463503,Male,Yes,33,Yes,Entertainment,1.0,1,2.0,Cat_7,A,5.39891304347826
466365,Female,Yes,50,5,Artist,0.0,2,3.0,Cat_2,C,5.416020671834626
462632,Female,Yes,37,No,Engineer,5.0,2,4.0,Cat_4,A,5.56231884057971
460404,Male,Yes,38,Yes,Artist,5.0,1,7.0,Cat_6,A,5.748684210526315
460492,Female,No,43,No,Marketing,10.0,1,5.0,Cat_3,D,5.389572192513368
461571,Male,No,27,No,Healthcare,1.0,1,4.0,Cat_6,C,5.409756097560975
467624,Male,Yes,35,No,Entertainment,0.0,2,5.0,Cat_6,D,5.618489583333333
463880,Female,Yes,36,No,Engineer,0.0,1,3.0,Cat_2,B,5.604884318766066
462846,Female,No,20,No,Marketing,7.0,1,2.0,Cat_6,D,5.522368421052631
459233,Female,Yes,53,Yes,Marketing,6.0,1,1.0,Cat_6,D,5.41119592875318
464751,Male,Yes,36,No,Doctor,5.0,1,1.0,Cat_4,A,5.542547425474254
465939,Female,No,32,Yes,Engineer,0.0,1,2.0,Cat_6,D,5.734249999999999
467118,Male,Yes,55,Yes,Entertainment,1.0,2,3.0,Cat_7,B,5.437640449438202
463815,Male,Yes,37,Yes,Entertainment,0.0,2,2.0,Cat_6,C,5.427374301675978
460871,Female,No,27,Yes,Healthcare,5.0,1,5.0,Cat_6,D,5.554330708661417
459127,Male,No,43,Yes,Healthcare,1.0,1,7.0,Cat_6,D,5.510000000000001
460675,Female,No,32,Yes,Engineer,5.0,1,5.0,Cat_3,D,5.734249999999999
460165,Female,No,40,Yes,Entertainment,0.0,1,1.0,Cat_3,A,5.43771712158809
461678,Female,Yes,87,No,Lawyer,1.0,1,1.0,Cat_6,A,5.0
465096,Male,Yes,86,No,Lawyer,13.0,1,1.0,Cat_6,A,5.0
464522,Female,No,42,Yes,Engineer,11.0,1,1.0,Cat_6,D,5.681212121212121
460886,Male,No,37,Yes,Artist,0.0,1,1.0,Cat_6,B,5.427374301675978
462302,Female,No,25,No,Doctor,5.0,1,7.0,Cat_6,D,5.425543478260869
462184,Male,No,19,No,Doctor,0.0,1,4.0,Cat_6,D,5.6310160427807485
462956,Male,Yes,42,No,Artist,7.0,2,5.0,Cat_6,B,5.310327455919395
466422,Male,Yes,33,No,Doctor,0.0,1,4.0,Cat_4,D,5.39891304347826
465324,Male,Yes,41,Yes,Artist,8.0,1,2.0,Cat_6,B,5.365159574468085
460668,Female,No,27,Yes,Doctor,5.0,1,2.0,Cat_3,D,5.554330708661417
466275,Male,Yes,84,No,Lawyer,5.0,1,5.0,Cat_6,D,5.0
467257,Male,No,22,No,Healthcare,10.0,1,4.0,Cat_6,D,5.591394658753709
460254,Female,No,32,Yes,Artist,1.0,1,2.0,Cat_6,B,5.734249999999999
463158,Male,Yes,83,Yes,Executive,0.0,3,3.0,Cat_6,B,5.0
467866,Male,Yes,50,Yes,Artist,1.0,2,3.0,Cat_6,C,5.47316384180791
461685,Female,No,30,Yes,Healthcare,4.0,1,4.0,Cat_6,D,5.37621359223301
467875,Female,No,23,No,Healthcare,5.0,1,4.0,Cat_6,D,5.400294985250737
460208,Male,No,27,No,Artist,9.0,1,8.0,Cat_6,D,5.409756097560975
462151,Female,No,35,Yes,Artist,8.0,1,1.0,Cat_6,B,5.522666666666667
462853,Male,No,23,No,Healthcare,1.0,1,2.0,Cat_6,D,5.453389830508475
465239,Male,Yes,56,Yes,Artist,0.0,2,3.0,Cat_6,B,5.576308539944903
461624,Female,Yes,41,Yes,Artist,1.0,2,5.0,Cat_2,B,5.454076086956522
467508,Female,No,25,No,Doctor,1.0,1,3.0,Cat_6,B,5.425543478260869
467318,Male,Yes,41,Yes,Doctor,5.0,1,2.0,Cat_6,C,5.365159574468085
466867,Female,No,27,No,Homemaker,14.0,1,1.0,Cat_6,D,5.554330708661417
467738,Male,Yes,43,Yes,Doctor,3.0,2,2.0,Cat_6,B,5.510000000000001
465590,Male,Yes,40,Yes,Artist,1.0,2,5.0,Cat_6,A,5.467532467532467
464980,Female,5,60,No,Engineer,1.0,3,2.0,Cat_4,B,5.3567484662576685
459805,Female,Yes,45,No,Artist,4.0,2,4.0,Cat_6,B,5.455764075067024
465013,Female,Yes,82,No,Lawyer,0.0,3,2.0,Cat_6,C,5.0
459240,Female,No,28,Yes,Artist,1.0,1,1.0,Cat_6,A,5.661891891891893
462344,Female,Yes,63,Yes,Artist,0.0,3,4.0,Cat_6,C,5.393859649122806
460388,Female,No,35,Yes,Artist,13.0,1,2.0,Cat_6,B,5.522666666666667
464218,Female,Yes,89,No,Lawyer,1.0,3,2.0,Cat_6,A,5.0
466589,Male,No,20,No,Healthcare,5.0,1,4.0,Cat_6,D,5.475555555555555
467556,Female,No,40,Yes,Healthcare,5.0,1,1.0,Cat_4,A,5.43771712158809
459887,Male,Yes,46,No,Artist,3.0,2,2.0,5,C,5.545454545454546
465955,Male,No,25,Yes,Marketing,8.0,1,3.0,Cat_6,A,5.4602179836512255
460033,Female,5,46,Yes,Entertainment,6.0,1,3.0,Cat_6,A,5.458981233243968
462928,Male,Yes,49,Yes,Artist,2.0,2,4.0,Cat_2,C,5.340104166666666
460889,Female,Yes,47,Yes,Artist,1.0,1,2.0,Cat_6,B,5.423209169054441
459669,Male,Yes,30,Yes,Artist,0.0,2,2.0,Cat_6,B,5.450123456790123
467849,Female,Yes,40,Yes,Doctor,0.0,1,1.0,Cat_2,A,5.43771712158809
466873,Male,Yes,39,Yes,Healthcare,7.0,2,5.0,Cat_3,A,5.413941018766756
464837,Male,Yes,61,Yes,Artist,1.0,2,5.0,Cat_4,B,5.574114441416893
462581,Female,No,28,No,Engineer,1.0,1,4.0,Cat_4,A,5.661891891891893
466237,Male,No,18,No,Healthcare,0.0,1,3.0,Cat_4,D,5.483844011142061
462707,Female,Yes,55,Yes,Artist,0.0,2,4.0,Cat_6,C,5.451052631578948
467060,Male,No,39,No,Engineer,5.0,1,2.0,Cat_6,D,5.413941018766756
464794,Female,Yes,47,No,Engineer,8.0,2,5.0,Cat_4,A,5.423209169054441
460281,Female,No,29,Yes,Doctor,10.0,1,5.0,Cat_6,D,5.518207282913165
460164,Male,Yes,66,No,Engineer,1.0,1,2.0,Cat_6,A,5.247787610619469
460431,Female,No,46,Yes,Engineer,1.0,1,1.0,Cat_6,D,5.458981233243968
466901,Female,Yes,52,Yes,Artist,0.0,2,3.0,Cat_7,C,5.279387186629527
463328,Female,No,23,No,Healthcare,0.0,1,4.0,Cat_6,D,5.400294985250737
462246,Female,Yes,84,No,Lawyer,1.0,3,2.0,Cat_6,B,5.0
462371,Female,No,27,No,Healthcare,5.0,1,3.0,Cat_2,D,5.554330708661417
462022,Female,Yes,37,Yes,Artist,1.0,2,3.0,Cat_3,B,5.56231884057971
460662,Female,No,46,No,Homemaker,9.0,1,1.0,Cat_6,D,5.458981233243968
464022,Female,No,22,No,Healthcare,0.0,1,3.0,Cat_6,D,5.602393617021277
461819,Male,Yes,42,Yes,Artist,0.0,2,2.0,Cat_6,C,5.310327455919395
465735,Female,Yes,35,Yes,Artist,1.0,1,2.0,Cat_3,B,5.522666666666667
462804,Male,Yes,39,No,Executive,5.0,3,3.0,Cat_4,D,5.413941018766756
464138,Female,No,27,Yes,Healthcare,0.0,1,4.0,Cat_6,B,5.554330708661417
464224,Male,Yes,65,No,Engineer,1.0,3,2.0,Cat_6,B,5.339108910891089
463289,Female,Yes,39,Yes,Artist,0.0,2,3.0,Cat_3,C,5.434864864864864
463223,Female,No,22,No,Entertainment,5.0,1,3.0,Cat_6,D,5.602393617021277
462038,Male,No,31,Yes,Artist,4.0,1,4.0,Cat_6,A,5.370523415977961
463341,Female,Yes,48,No,Engineer,1.0,2,6.0,Cat_3,A,5.413370473537604
463185,Female,Yes,58,Yes,Artist,1.0,2,2.0,Cat_6,C,5.360110803324099
459258,Female,Yes,74,Yes,Lawyer,1.0,3,5.0,Cat_6,B,5.0
464379,Female,Yes,40,Yes,Engineer,12.0,2,3.0,Cat_6,B,5.43771712158809
464521,Male,No,26,No,Doctor,2.0,1,4.0,Cat_6,B,5.5598853868194835
459575,Male,No,35,Yes,Artist,0.0,1,1.0,Cat_6,A,5.618489583333333
467732,Female,No,43,Yes,Healthcare,8.0,1,1.0,5,D,5.389572192513368
460003,Male,No,49,Yes,Doctor,5.0,1,1.0,Cat_6,D,5.340104166666666
462226,Male,Yes,26,No,Artist,7.0,1,4.0,Cat_4,A,5.5598853868194835
461274,Female,Yes,74,Yes,Lawyer,5.0,3,2.0,Cat_6,A,5.0
462992,Female,Yes,56,Yes,Engineer,5.0,3,3.0,Cat_3,B,5.465599999999999
466675,Female,Yes,49,Yes,Artist,2.0,2,2.0,Cat_6,C,5.481896551724137
461124,Male,No,19,No,Healthcare,1.0,1,8.0,Cat_4,D,5.6310160427807485
464638,Male,No,39,Yes,Artist,2.0,1,3.0,Cat_4,B,5.413941018766756
462374,Male,Yes,37,Yes,Executive,0.0,3,4.0,Cat_6,B,5.427374301675978
463526,Male,No,41,Yes,Doctor,0.0,1,1.0,Cat_6,A,5.365159574468085
462912,Female,No,26,Yes,Homemaker,8.0,1,2.0,Cat_6,D,5.390932642487047
462604,Female,Yes,38,No,Doctor,1.0,2,3.0,Cat_4,A,5.573066666666667
460708,Male,Yes,35,Yes,Artist,0.0,1,3.0,Cat_6,C,5.618489583333333
467015,Male,Yes,49,Yes,Artist,0.0,2,2.0,Cat_6,C,5.340104166666666
464745,Male,5,60,No,Engineer,0.0,2,3.0,Cat_4,A,5.5475218658892125
467245,Female,No,38,No,Doctor,0.0,1,1.0,Cat_6,C,5.573066666666667
464798,Male,Yes,52,5,Entertainment,5.0,2,5.0,Cat_4,B,5.434159779614324
463619,Male,Yes,70,No,Executive,1.0,3,2.0,Cat_6,A,5.0
467246,Male,No,21,No,Doctor,9.0,1,3.0,Cat_7,D,5.481889763779527
462969,Male,Yes,58,Yes,Artist,8.0,1,1.0,Cat_3,B,5.646280991735537
460959,Female,No,28,No,Artist,5.0,1,5.0,Cat_3,C,5.661891891891893
461911,Male,Yes,57,No,Executive,0.0,1,1.0,Cat_6,A,5.496388888888888
459882,Male,Yes,37,Yes,Artist,1.0,2,2.0,Cat_6,B,5.427374301675978
459632,Female,Yes,52,No,Marketing,1.0,3,3.0,Cat_4,D,5.279387186629527
462613,Female,Yes,35,No,Engineer,0.0,2,5.0,Cat_4,D,5.522666666666667
466455,Female,Yes,30,Yes,Doctor,4.0,1,2.0,Cat_6,D,5.37621359223301
462394,Male,Yes,35,Yes,Artist,0.0,2,2.0,Cat_6,C,5.618489583333333
462010,Female,No,31,Yes,Artist,14.0,1,3.0,Cat_2,A,5.382561307901907
461371,Male,Yes,37,Yes,Doctor,0.0,2,2.0,Cat_6,A,5.427374301675978
462376,Male,Yes,71,Yes,Executive,0.0,3,2.0,Cat_6,B,5.0
459845,Male,Yes,66,Yes,Healthcare,0.0,1,1.0,Cat_4,D,5.247787610619469
462658,Female,Yes,25,Yes,Homemaker,9.0,2,2.0,5,A,5.425543478260869
462583,Male,No,26,Yes,Artist,0.0,1,4.0,Cat_4,D,5.5598853868194835
459858,Female,No,31,No,Healthcare,8.0,1,4.0,Cat_6,D,5.382561307901907
459091,Male,Yes,67,Yes,Artist,0.0,2,6.0,Cat_1,B,5.544347826086956
467135,Female,Yes,51,Yes,Artist,1.0,2,5.0,Cat_6,C,5.518232044198895
460413,Female,No,39,Yes,Artist,7.0,1,1.0,Cat_6,B,5.434864864864864
466206,Female,Yes,60,Yes,Artist,2.0,2,2.0,Cat_3,C,5.3567484662576685
463192,Female,Yes,46,No,Entertainment,4.0,2,5.0,Cat_4,A,5.458981233243968
467382,Male,Yes,36,Yes,Doctor,9.0,2,2.0,Cat_6,C,5.542547425474254
466750,Female,No,18,5,Healthcare,0.0,1,3.0,Cat_3,D,5.503735632183908
463801,Female,No,30,No,Engineer,0.0,1,1.0,Cat_6,A,5.37621359223301
467296,Female,Yes,69,Yes,Artist,5.0,2,2.0,Cat_3,C,5.330591259640102
460651,Male,No,32,No,Homemaker,8.0,1,5.0,Cat_4,A,5.798994974874372
460296,Female,Yes,60,Yes,Artist,1.0,1,2.0,Cat_6,A,5.3567484662576685
463524,Female,Yes,40,Yes,Artist,6.0,2,2.0,Cat_6,C,5.43771712158809
461775,Female,Yes,83,No,Lawyer,0.0,3,2.0,Cat_6,B,5.0
465711,Male,Yes,51,Yes,Artist,0.0,2,5.0,Cat_6,C,5.592458100558659
462833,Male,Yes,33,No,Doctor,0.0,2,5.0,Cat_6,D,5.39891304347826
465506,Male,Yes,43,Yes,Entertainment,1.0,2,4.0,Cat_4,B,5.510000000000001
463366,Male,Yes,71,No,Lawyer,0.0,1,5.0,Cat_3,D,5.0
464987,Male,Yes,50,Yes,Executive,1.0,3,5.0,Cat_6,B,5.47316384180791
459114,Male,Yes,57,Yes,Artist,1.0,2,2.0,Cat_6,C,5.496388888888888
467928,Male,Yes,35,Yes,Artist,2.0,2,2.0,Cat_6,C,5.618489583333333
462881,Female,Yes,66,Yes,Artist,0.0,3,3.0,Cat_6,B,5.742051282051282
466524,Female,Yes,46,Yes,Artist,0.0,1,1.0,Cat_3,B,5.458981233243968
463191,Male,No,26,No,Healthcare,1.0,1,1.0,Cat_4,D,5.5598853868194835
460861,Male,No,21,No,Healthcare,1.0,1,3.0,Cat_3,D,5.481889763779527
465610,Female,No,42,Yes,Artist,8.0,1,2.0,Cat_6,C,5.681212121212121
460206,Female,Yes,40,Yes,Entertainment,1.0,1,2.0,Cat_6,B,5.43771712158809
462876,Male,No,27,No,Doctor,0.0,1,4.0,Cat_1,D,5.409756097560975
465333,Female,Yes,37,Yes,Artist,2.0,1,2.0,Cat_7,C,5.56231884057971
463121,Female,Yes,70,5,Lawyer,5.0,3,5.0,Cat_6,A,5.0
460379,Male,No,35,Yes,Artist,9.0,1,3.0,Cat_6,A,5.618489583333333
462991,Male,No,28,Yes,Healthcare,0.0,1,1.0,Cat_6,D,5.354925373134328
460307,Male,No,27,No,Entertainment,6.0,1,2.0,Cat_6,D,5.409756097560975
464383,Female,Yes,81,Yes,Lawyer,1.0,1,1.0,Cat_6,C,5.0
467931,Male,No,25,Yes,Doctor,0.0,1,2.0,Cat_6,D,5.4602179836512255
466594,Male,Yes,72,Yes,Executive,1.0,3,2.0,Cat_6,C,5.0
461200,Female,No,33,Yes,Doctor,0.0,1,5.0,Cat_6,C,5.62827763496144
465600,Male,Yes,40,Yes,Engineer,7.0,1,2.0,Cat_3,B,5.467532467532467
459688,Male,No,52,Yes,Artist,3.0,1,1.0,Cat_6,B,5.434159779614324
463549,Male,No,23,No,Healthcare,0.0,1,4.0,Cat_6,D,5.453389830508475
466696,Female,Yes,48,Yes,Artist,2.0,2,4.0,Cat_6,C,5.413370473537604
462906,Female,No,31,No,Healthcare,0.0,1,4.0,Cat_6,D,5.382561307901907
461527,Female,No,35,Yes,Artist,1.0,1,1.0,Cat_6,B,5.522666666666667
461354,Female,No,63,No,Entertainment,0.0,1,1.0,Cat_2,B,5.393859649122806
462483,Male,Yes,63,Yes,5,1.0,2,2.0,Cat_6,C,5.550857142857143
463938,Male,5,28,Yes,Engineer,1.0,1,2.0,Cat_4,B,5.354925373134328
461661,Female,Yes,37,Yes,Artist,7.0,2,2.0,Cat_2,C,5.56231884057971
463532,Female,Yes,67,Yes,Artist,9.0,1,3.0,Cat_6,B,5.460589812332439
465627,Female,No,37,Yes,Healthcare,1.0,1,1.0,Cat_6,B,5.56231884057971
465242,Male,No,22,No,Healthcare,7.0,1,4.0,Cat_3,D,5.591394658753709
465170,Female,Yes,46,Yes,Entertainment,4.0,1,3.0,Cat_6,C,5.458981233243968
467359,Male,Yes,41,Yes,Artist,6.0,2,2.0,Cat_6,C,5.365159574468085
460415,Female,No,59,Yes,Entertainment,1.0,1,2.0,Cat_6,A,5.473033707865168
465984,Male,5,23,No,Healthcare,8.0,3,5.0,Cat_6,D,5.453389830508475
459432,Male,Yes,84,Yes,Lawyer,0.0,1,3.0,Cat_6,A,5.0
464241,Female,Yes,89,5,Artist,1.0,3,2.0,Cat_6,C,5.0
467141,Male,Yes,50,Yes,Artist,1.0,1,3.0,Cat_6,A,5.47316384180791
466933,Female,Yes,52,No,Engineer,0.0,1,5.0,Cat_4,A,5.279387186629527
465035,Female,Yes,74,Yes,Lawyer,12.0,3,2.0,Cat_6,C,5.0
461415,Male,No,48,Yes,Entertainment,0.0,1,3.0,Cat_6,A,5.618260869565217
461957,Male,Yes,47,Yes,Entertainment,1.0,2,4.0,Cat_6,C,5.635260115606936
465523,Female,Yes,45,Yes,Engineer,0.0,3,5.0,Cat_6,C,5.455764075067024
459631,Male,5,53,Yes,Executive,5.0,3,3.0,Cat_6,D,5.4153439153439145
465279,Male,Yes,53,Yes,Healthcare,0.0,3,4.0,Cat_6,A,5.4153439153439145
463782,Female,No,29,Yes,Artist,8.0,1,1.0,Cat_6,A,5.518207282913165
463243,Male,No,19,No,Healthcare,0.0,1,3.0,Cat_6,D,5.6310160427807485
465489,Female,No,50,Yes,Engineer,1.0,1,5.0,Cat_6,A,5.416020671834626
467100,Female,No,42,Yes,Artist,0.0,1,1.0,Cat_2,B,5.681212121212121
460154,Male,No,29,Yes,Entertainment,8.0,1,4.0,Cat_6,C,5.493261455525606
459753,Male,Yes,40,Yes,Marketing,5.0,2,2.0,Cat_2,A,5.467532467532467
464030,Male,No,18,No,Entertainment,1.0,1,4.0,Cat_6,D,5.483844011142061
463220,Male,Yes,46,No,Engineer,0.0,2,3.0,Cat_6,B,5.545454545454546
465237,Male,Yes,68,Yes,Lawyer,5.0,3,2.0,Cat_6,D,5.389839572192513
467564,Male,Yes,72,Yes,Artist,0.0,2,2.0,Cat_6,B,5.0
465113,Male,Yes,66,Yes,Lawyer,1.0,3,2.0,Cat_4,C,5.247787610619469
459516,Female,5,63,Yes,Artist,5.0,2,2.0,Cat_6,C,5.393859649122806
465965,Female,Yes,41,No,Marketing,8.0,1,2.0,Cat_6,A,5.454076086956522
460907,Male,Yes,82,No,Lawyer,1.0,3,3.0,Cat_6,A,5.0
467314,Male,Yes,43,No,Artist,0.0,2,2.0,Cat_6,C,5.510000000000001
459951,Male,Yes,53,Yes,Artist,0.0,1,1.0,Cat_6,A,5.4153439153439145
467295,Male,No,29,No,Healthcare,0.0,1,3.0,Cat_6,C,5.493261455525606
466212,Female,Yes,53,Yes,Artist,0.0,2,3.0,Cat_6,C,5.41119592875318
463533,Female,Yes,87,Yes,Artist,1.0,3,2.0,Cat_2,C,5.0
467890,Male,Yes,62,Yes,Entertainment,0.0,2,4.0,Cat_6,B,5.405405405405405
467541,Male,Yes,43,Yes,Artist,1.0,3,3.0,Cat_6,A,5.510000000000001
460183,Male,No,36,No,Entertainment,8.0,1,2.0,Cat_6,D,5.542547425474254
463634,Female,No,30,Yes,Doctor,0.0,1,3.0,Cat_6,A,5.37621359223301
463100,Female,No,37,No,Homemaker,8.0,1,1.0,Cat_6,D,5.56231884057971
460550,Female,Yes,59,Yes,Artist,0.0,2,4.0,Cat_3,C,5.473033707865168
465867,Female,Yes,35,Yes,Artist,8.0,3,5.0,Cat_6,B,5.522666666666667
462964,Male,Yes,39,No,Artist,7.0,2,3.0,Cat_6,C,5.413941018766756
466685,Female,No,19,No,Healthcare,0.0,1,5.0,Cat_6,D,5.411049723756906
460719,Female,Yes,75,Yes,Lawyer,1.0,1,5.0,Cat_3,D,5.0
463005,Female,Yes,40,Yes,Homemaker,10.0,2,2.0,Cat_4,B,5.43771712158809
466377,Male,Yes,62,Yes,5,8.0,2,2.0,Cat_6,C,5.405405405405405
464796,Male,Yes,43,No,Marketing,3.0,3,4.0,Cat_4,A,5.510000000000001
460682,Male,Yes,43,No,Artist,6.0,1,2.0,Cat_3,B,5.510000000000001
459744,Male,Yes,29,Yes,Artist,9.0,2,2.0,Cat_6,B,5.493261455525606
460084,Female,No,27,Yes,Healthcare,1.0,1,2.0,Cat_6,D,5.554330708661417
461119,Female,No,23,No,Healthcare,6.0,1,3.0,Cat_3,D,5.400294985250737
463441,Male,Yes,42,Yes,Artist,8.0,3,4.0,Cat_6,C,5.310327455919395
466971,Male,No,65,Yes,Executive,9.0,1,3.0,Cat_6,D,5.339108910891089
463208,Male,Yes,57,Yes,Executive,1.0,2,5.0,Cat_6,C,5.496388888888888
467877,Female,Yes,46,Yes,Artist,0.0,2,2.0,Cat_6,C,5.458981233243968
464471,Male,Yes,30,Yes,Doctor,0.0,1,3.0,Cat_6,D,5.450123456790123
467360,Male,Yes,51,Yes,Artist,0.0,2,4.0,Cat_6,B,5.592458100558659
